order_id,date,day_name_es,month,ticket,n_items,n_pizzas
4564,2015-03-18,Miércoles,3,20.5,1,1
4565,2015-03-18,Miércoles,3,32.5,2,2
4566,2015-03-18,Miércoles,3,44.75,3,3
4567,2015-03-18,Miércoles,3,21.75,2,2
4568,2015-03-18,Miércoles,3,41.5,2,2
4569,2015-03-18,Miércoles,3,34.7,2,2
4570,2015-03-18,Miércoles,3,12.5,1,1
4571,2015-03-18,Miércoles,3,16.5,1,1
4572,2015-03-18,Miércoles,3,25.25,2,2
4573,2015-03-18,Miércoles,3,60.75,3,4
4574,2015-03-18,Miércoles,3,12.5,1,1
4575,2015-03-18,Miércoles,3,32.5,2,2
4576,2015-03-18,Miércoles,3,78.25,4,4
4577,2015-03-18,Miércoles,3,12.75,1,1
4578,2015-03-18,Miércoles,3,30.0,2,2
4579,2015-03-18,Miércoles,3,29.25,2,2
4580,2015-03-18,Miércoles,3,64.25,3,4
4581,2015-03-18,Miércoles,3,20.75,1,1
4582,2015-03-18,Miércoles,3,55.9,3,3
4583,2015-03-18,Miércoles,3,32.25,2,2
4584,2015-03-18,Miércoles,3,36.75,2,2
4585,2015-03-18,Miércoles,3,12.0,1,1
4586,2015-03-18,Miércoles,3,16.0,1,1
4587,2015-03-18,Miércoles,3,36.25,2,2
4588,2015-03-18,Miércoles,3,12.0,1,1
4589,2015-03-18,Miércoles,3,61.5,4,4
4590,2015-03-18,Miércoles,3,41.5,2,2
4591,2015-03-18,Miércoles,3,64.75,4,4
4592,2015-03-18,Miércoles,3,20.5,1,1
4593,2015-03-18,Miércoles,3,12.0,1,1
4594,2015-03-18,Miércoles,3,20.75,1,1
4595,2015-03-18,Miércoles,3,20.5,1,1
4596,2015-03-18,Miércoles,3,30.0,2,2
4597,2015-03-18,Miércoles,3,56.9,3,3
4598,2015-03-18,Miércoles,3,20.25,1,1
4599,2015-03-18,Miércoles,3,16.25,1,1
4600,2015-03-18,Miércoles,3,20.5,1,1
4601,2015-03-18,Miércoles,3,18.5,1,1
4602,2015-03-18,Miércoles,3,53.25,3,3
4603,2015-03-19,Jueves,3,87.0,5,5
4604,2015-03-19,Jueves,3,40.4,2,2
4605,2015-03-19,Jueves,3,16.5,1,1
4606,2015-03-19,Jueves,3,12.5,1,1
4607,2015-03-19,Jueves,3,37.0,2,2
4608,2015-03-19,Jueves,3,62.0,4,4
4609,2015-03-19,Jueves,3,20.75,1,1
4610,2015-03-19,Jueves,3,12.5,1,1
4611,2015-03-19,Jueves,3,183.0,11,12
4612,2015-03-19,Jueves,3,16.0,1,1
4613,2015-03-19,Jueves,3,12.0,1,1
4614,2015-03-19,Jueves,3,10.5,1,1
4615,2015-03-19,Jueves,3,24.25,2,2
4616,2015-03-19,Jueves,3,20.25,1,1
4617,2015-03-19,Jueves,3,71.2,4,4
4618,2015-03-19,Jueves,3,15.25,1,1
4619,2015-03-19,Jueves,3,50.75,3,3
4620,2015-03-19,Jueves,3,12.5,1,1
4621,2015-03-19,Jueves,3,69.0,4,4
4622,2015-03-19,Jueves,3,36.25,2,2
4623,2015-03-19,Jueves,3,218.65,13,13
4624,2015-03-19,Jueves,3,20.75,1,1
4625,2015-03-19,Jueves,3,70.75,4,4
4626,2015-03-19,Jueves,3,16.75,1,1
4627,2015-03-19,Jueves,3,32.75,2,2
4628,2015-03-19,Jueves,3,43.25,3,3
4629,2015-03-19,Jueves,3,26.75,2,2
4630,2015-03-19,Jueves,3,68.0,4,4
4631,2015-03-19,Jueves,3,28.5,2,2
4632,2015-03-19,Jueves,3,28.0,2,2
4633,2015-03-19,Jueves,3,20.75,1,1
4634,2015-03-19,Jueves,3,49.0,3,3
4635,2015-03-19,Jueves,3,24.0,2,2
4636,2015-03-19,Jueves,3,33.25,2,2
4637,2015-03-19,Jueves,3,41.5,2,2
4638,2015-03-19,Jueves,3,29.0,2,2
4639,2015-03-19,Jueves,3,48.45,3,3
4640,2015-03-19,Jueves,3,20.75,1,1
4641,2015-03-19,Jueves,3,41.0,2,2
4642,2015-03-19,Jueves,3,65.75,4,4
4643,2015-03-19,Jueves,3,37.0,2,2
4644,2015-03-19,Jueves,3,66.5,4,4
4645,2015-03-19,Jueves,3,63.5,4,4
4646,2015-03-19,Jueves,3,57.5,3,3
4647,2015-03-19,Jueves,3,28.75,2,2
4648,2015-03-19,Jueves,3,33.5,2,2
4649,2015-03-19,Jueves,3,18.5,1,1
4650,2015-03-19,Jueves,3,37.25,2,2
4651,2015-03-19,Jueves,3,68.75,4,4
4652,2015-03-19,Jueves,3,33.25,2,2
4653,2015-03-19,Jueves,3,33.25,2,2
4654,2015-03-19,Jueves,3,12.0,1,1
4655,2015-03-19,Jueves,3,45.75,2,2
4656,2015-03-19,Jueves,3,30.45,2,2
4657,2015-03-19,Jueves,3,17.95,1,1
4658,2015-03-19,Jueves,3,12.75,1,1
4659,2015-03-19,Jueves,3,34.5,2,2
4660,2015-03-19,Jueves,3,20.25,1,1
4661,2015-03-20,Viernes,3,70.0,4,4
4662,2015-03-20,Viernes,3,51.75,3,3
4663,2015-03-20,Viernes,3,12.5,1,1
4664,2015-03-20,Viernes,3,73.25,4,4
4665,2015-03-20,Viernes,3,105.45,6,6
4666,2015-03-20,Viernes,3,29.5,2,2
4667,2015-03-20,Viernes,3,119.5,7,7
4668,2015-03-20,Viernes,3,36.75,2,2
4669,2015-03-20,Viernes,3,81.25,5,5
4670,2015-03-20,Viernes,3,57.75,3,3
4671,2015-03-20,Viernes,3,52.75,3,3
4672,2015-03-20,Viernes,3,16.0,1,1
4673,2015-03-20,Viernes,3,53.75,3,3
4674,2015-03-20,Viernes,3,12.5,1,1
4675,2015-03-20,Viernes,3,23.0,2,2
4676,2015-03-20,Viernes,3,10.5,1,1
4677,2015-03-20,Viernes,3,18.5,1,1
4678,2015-03-20,Viernes,3,20.75,1,1
4679,2015-03-20,Viernes,3,16.75,1,1
4680,2015-03-20,Viernes,3,20.75,1,1
4681,2015-03-20,Viernes,3,36.0,2,2
4682,2015-03-20,Viernes,3,9.75,1,1
4683,2015-03-20,Viernes,3,24.75,2,2
4684,2015-03-20,Viernes,3,16.75,1,1
4685,2015-03-20,Viernes,3,30.5,2,2
4686,2015-03-20,Viernes,3,38.25,2,2
4687,2015-03-20,Viernes,3,41.0,2,2
4688,2015-03-20,Viernes,3,16.5,1,1
4689,2015-03-20,Viernes,3,32.75,2,2
4690,2015-03-20,Viernes,3,32.75,2,2
4691,2015-03-20,Viernes,3,16.0,1,1
4692,2015-03-20,Viernes,3,43.75,3,3
4693,2015-03-20,Viernes,3,61.75,3,4
4694,2015-03-20,Viernes,3,30.5,2,2
4695,2015-03-20,Viernes,3,28.45,2,2
4696,2015-03-20,Viernes,3,16.75,1,1
4697,2015-03-20,Viernes,3,41.25,2,2
4698,2015-03-20,Viernes,3,74.25,4,4
4699,2015-03-20,Viernes,3,31.5,2,2
4700,2015-03-20,Viernes,3,17.5,1,1
4701,2015-03-20,Viernes,3,38.75,2,2
4702,2015-03-20,Viernes,3,32.75,2,2
4703,2015-03-20,Viernes,3,72.75,4,4
4704,2015-03-20,Viernes,3,13.25,1,1
4705,2015-03-20,Viernes,3,16.75,1,1
4706,2015-03-20,Viernes,3,74.5,4,4
4707,2015-03-20,Viernes,3,28.0,2,2
4708,2015-03-20,Viernes,3,40.75,3,3
4709,2015-03-20,Viernes,3,33.25,2,2
4710,2015-03-20,Viernes,3,49.5,3,3
4711,2015-03-20,Viernes,3,61.25,4,4
4712,2015-03-20,Viernes,3,12.75,1,1
4713,2015-03-20,Viernes,3,17.95,1,1
4714,2015-03-20,Viernes,3,20.25,1,1
4715,2015-03-20,Viernes,3,43.2,3,3
4716,2015-03-20,Viernes,3,40.45,3,3
4717,2015-03-20,Viernes,3,20.75,1,1
4718,2015-03-20,Viernes,3,18.5,1,1
4719,2015-03-20,Viernes,3,16.75,1,1
4720,2015-03-20,Viernes,3,35.5,2,2
4721,2015-03-20,Viernes,3,32.75,2,2
4722,2015-03-20,Viernes,3,64.0,4,4
4723,2015-03-20,Viernes,3,69.75,4,4
4724,2015-03-20,Viernes,3,16.75,1,1
4725,2015-03-20,Viernes,3,37.25,3,3
4726,2015-03-20,Viernes,3,29.5,2,2
4727,2015-03-21,Sábado,3,56.75,3,3
4728,2015-03-21,Sábado,3,44.0,3,3
4729,2015-03-21,Sábado,3,24.0,2,2
4730,2015-03-21,Sábado,3,71.1,4,4
4731,2015-03-21,Sábado,3,12.75,1,1
4732,2015-03-21,Sábado,3,206.45,12,12
4733,2015-03-21,Sábado,3,65.0,3,4
4734,2015-03-21,Sábado,3,9.75,1,1
4735,2015-03-21,Sábado,3,70.25,5,5
4736,2015-03-21,Sábado,3,10.5,1,1
4737,2015-03-21,Sábado,3,12.0,1,1
4738,2015-03-21,Sábado,3,16.5,1,1
4739,2015-03-21,Sábado,3,20.75,1,1
4740,2015-03-21,Sábado,3,65.25,4,4
4741,2015-03-21,Sábado,3,69.5,4,4
4742,2015-03-21,Sábado,3,61.25,4,4
4743,2015-03-21,Sábado,3,12.5,1,1
4744,2015-03-21,Sábado,3,20.75,1,1
4745,2015-03-21,Sábado,3,12.5,1,1
4746,2015-03-21,Sábado,3,81.5,4,4
4747,2015-03-21,Sábado,3,33.5,2,2
4748,2015-03-21,Sábado,3,16.0,1,1
4749,2015-03-21,Sábado,3,23.75,2,2
4750,2015-03-21,Sábado,3,48.5,3,3
4751,2015-03-21,Sábado,3,32.5,2,2
4752,2015-03-21,Sábado,3,20.25,1,1
4753,2015-03-21,Sábado,3,16.5,1,1
4754,2015-03-21,Sábado,3,12.0,1,1
4755,2015-03-21,Sábado,3,72.25,4,4
4756,2015-03-21,Sábado,3,34.5,2,2
4757,2015-03-21,Sábado,3,12.75,1,1
4758,2015-03-21,Sábado,3,16.75,1,1
4759,2015-03-21,Sábado,3,75.0,3,4
4760,2015-03-21,Sábado,3,48.0,3,3
4761,2015-03-21,Sábado,3,82.1,4,4
4762,2015-03-21,Sábado,3,16.5,1,1
4763,2015-03-21,Sábado,3,50.0,3,3
4764,2015-03-21,Sábado,3,60.0,3,3
4765,2015-03-21,Sábado,3,29.25,2,2
4766,2015-03-21,Sábado,3,26.75,2,2
4767,2015-03-21,Sábado,3,78.25,4,4
4768,2015-03-21,Sábado,3,62.25,4,4
4769,2015-03-21,Sábado,3,16.0,1,1
4770,2015-03-21,Sábado,3,33.0,2,2
4771,2015-03-21,Sábado,3,72.5,4,4
4772,2015-03-21,Sábado,3,33.0,2,2
4773,2015-03-21,Sábado,3,20.75,1,1
4774,2015-03-21,Sábado,3,13.25,1,1
4775,2015-03-21,Sábado,3,68.75,4,4
4776,2015-03-21,Sábado,3,25.5,2,2
4777,2015-03-21,Sábado,3,30.75,2,2
4778,2015-03-21,Sábado,3,12.75,1,1
4779,2015-03-21,Sábado,3,41.25,2,2
4780,2015-03-21,Sábado,3,20.25,1,1
4781,2015-03-21,Sábado,3,20.75,1,1
4782,2015-03-21,Sábado,3,48.5,3,3
4783,2015-03-22,Domingo,3,41.25,3,3
4784,2015-03-22,Domingo,3,12.0,1,1
4785,2015-03-22,Domingo,3,20.75,1,1
4786,2015-03-22,Domingo,3,39.0,2,2
4787,2015-03-22,Domingo,3,12.5,1,1
4788,2015-03-22,Domingo,3,12.0,1,1
4789,2015-03-22,Domingo,3,149.85,8,9
4790,2015-03-22,Domingo,3,18.5,1,1
4791,2015-03-22,Domingo,3,22.0,2,2
4792,2015-03-22,Domingo,3,12.0,1,1
4793,2015-03-22,Domingo,3,28.75,2,2
4794,2015-03-22,Domingo,3,32.75,2,2
4795,2015-03-22,Domingo,3,44.75,3,3
4796,2015-03-22,Domingo,3,12.0,1,1
4797,2015-03-22,Domingo,3,25.25,2,2
4798,2015-03-22,Domingo,3,49.0,3,3
4799,2015-03-22,Domingo,3,38.7,2,2
4800,2015-03-22,Domingo,3,16.0,1,1
4801,2015-03-22,Domingo,3,70.0,4,4
4802,2015-03-22,Domingo,3,20.75,1,1
4803,2015-03-22,Domingo,3,13.25,1,1
4804,2015-03-22,Domingo,3,27.25,2,2
4805,2015-03-22,Domingo,3,43.9,2,2
4806,2015-03-22,Domingo,3,63.2,4,4
4807,2015-03-22,Domingo,3,30.7,2,2
4808,2015-03-22,Domingo,3,43.75,3,3
4809,2015-03-22,Domingo,3,75.5,4,4
4810,2015-03-22,Domingo,3,56.65,3,3
4811,2015-03-22,Domingo,3,36.5,2,2
4812,2015-03-22,Domingo,3,9.75,1,1
4813,2015-03-22,Domingo,3,20.5,1,1
4814,2015-03-22,Domingo,3,20.25,1,1
4815,2015-03-22,Domingo,3,37.5,2,2
4816,2015-03-22,Domingo,3,16.5,1,1
4817,2015-03-22,Domingo,3,32.75,2,2
4818,2015-03-22,Domingo,3,12.5,1,1
4819,2015-03-22,Domingo,3,41.0,2,2
4820,2015-03-23,Lunes,3,20.25,1,1
4821,2015-03-23,Lunes,3,35.5,3,3
4822,2015-03-23,Lunes,3,78.0,4,4
4823,2015-03-23,Lunes,3,16.5,1,1
4824,2015-03-23,Lunes,3,12.75,1,1
4825,2015-03-23,Lunes,3,69.5,4,4
4826,2015-03-23,Lunes,3,16.5,1,1
4827,2015-03-23,Lunes,3,9.75,1,1
4828,2015-03-23,Lunes,3,20.75,1,1
4829,2015-03-23,Lunes,3,33.5,2,2
4830,2015-03-23,Lunes,3,57.75,3,3
4831,2015-03-23,Lunes,3,20.75,1,1
4832,2015-03-23,Lunes,3,16.5,1,1
4833,2015-03-23,Lunes,3,12.75,1,1
4834,2015-03-23,Lunes,3,16.75,1,1
4835,2015-03-23,Lunes,3,38.75,2,2
4836,2015-03-23,Lunes,3,212.25,13,15
4837,2015-03-23,Lunes,3,29.0,2,2
4838,2015-03-23,Lunes,3,144.5,8,8
4839,2015-03-23,Lunes,3,12.5,1,1
4840,2015-03-23,Lunes,3,37.25,2,2
4841,2015-03-23,Lunes,3,105.2,6,6
4842,2015-03-23,Lunes,3,20.75,1,1
4843,2015-03-23,Lunes,3,29.5,2,2
4844,2015-03-23,Lunes,3,16.5,1,1
4845,2015-03-23,Lunes,3,33.25,2,2
4846,2015-03-23,Lunes,3,70.0,4,4
4847,2015-03-23,Lunes,3,16.0,1,1
4848,2015-03-23,Lunes,3,18.5,1,1
4849,2015-03-23,Lunes,3,17.95,1,1
4850,2015-03-23,Lunes,3,69.75,4,4
4851,2015-03-23,Lunes,3,12.0,1,1
4852,2015-03-23,Lunes,3,12.25,1,1
4853,2015-03-23,Lunes,3,12.75,1,1
4854,2015-03-23,Lunes,3,38.2,2,2
4855,2015-03-23,Lunes,3,25.5,1,1
4856,2015-03-23,Lunes,3,20.75,1,1
4857,2015-03-23,Lunes,3,61.75,4,4
4858,2015-03-23,Lunes,3,33.0,2,2
4859,2015-03-23,Lunes,3,58.0,3,3
4860,2015-03-23,Lunes,3,25.0,2,2
4861,2015-03-23,Lunes,3,33.25,2,2
4862,2015-03-23,Lunes,3,14.5,1,1
4863,2015-03-23,Lunes,3,27.0,2,2
4864,2015-03-23,Lunes,3,33.25,2,2
4865,2015-03-23,Lunes,3,41.0,2,2
4866,2015-03-23,Lunes,3,37.25,2,2
4867,2015-03-23,Lunes,3,12.0,1,1
4868,2015-03-23,Lunes,3,32.75,2,2
4869,2015-03-23,Lunes,3,45.0,3,3
4870,2015-03-23,Lunes,3,17.95,1,1
4871,2015-03-23,Lunes,3,65.5,3,4
4872,2015-03-23,Lunes,3,35.0,2,2
4873,2015-03-23,Lunes,3,16.75,1,1
4874,2015-03-23,Lunes,3,20.75,1,1
4875,2015-03-23,Lunes,3,39.5,3,3
4876,2015-03-23,Lunes,3,20.75,1,1
4877,2015-03-23,Lunes,3,35.25,2,2
4878,2015-03-23,Lunes,3,12.5,1,1
4879,2015-03-23,Lunes,3,30.5,2,2
4880,2015-03-23,Lunes,3,53.75,2,3
4881,2015-03-24,Martes,3,69.5,4,4
4882,2015-03-24,Martes,3,12.75,1,1
4883,2015-03-24,Martes,3,20.75,1,1
4884,2015-03-24,Martes,3,16.75,1,1
4885,2015-03-24,Martes,3,15.25,1,1
4886,2015-03-24,Martes,3,38.7,2,2
4887,2015-03-24,Martes,3,48.75,3,3
4888,2015-03-24,Martes,3,16.75,1,1
4889,2015-03-24,Martes,3,20.75,1,1
4890,2015-03-24,Martes,3,16.0,1,1
4891,2015-03-24,Martes,3,75.0,4,4
4892,2015-03-24,Martes,3,45.5,3,3
4893,2015-03-24,Martes,3,164.95,8,9
4894,2015-03-24,Martes,3,33.0,2,2
4895,2015-03-24,Martes,3,20.75,1,1
4896,2015-03-24,Martes,3,16.5,1,1
4897,2015-03-24,Martes,3,10.5,1,1
4898,2015-03-24,Martes,3,20.75,1,1
4899,2015-03-24,Martes,3,23.0,2,2
4900,2015-03-24,Martes,3,29.25,2,2
4901,2015-03-24,Martes,3,53.0,3,3
4902,2015-03-24,Martes,3,44.25,3,3
4903,2015-03-24,Martes,3,33.25,2,2
4904,2015-03-24,Martes,3,20.75,1,1
4905,2015-03-24,Martes,3,28.5,2,2
4906,2015-03-24,Martes,3,73.25,3,4
4907,2015-03-24,Martes,3,47.75,3,3
4908,2015-03-24,Martes,3,36.25,2,2
4909,2015-03-24,Martes,3,12.75,1,1
4910,2015-03-24,Martes,3,12.5,1,1
4911,2015-03-24,Martes,3,71.0,4,4
4912,2015-03-24,Martes,3,40.0,3,3
4913,2015-03-24,Martes,3,16.5,1,1
4914,2015-03-24,Martes,3,25.5,1,1
4915,2015-03-24,Martes,3,31.75,2,2
4916,2015-03-24,Martes,3,12.0,1,1
4917,2015-03-24,Martes,3,16.0,1,1
4918,2015-03-24,Martes,3,16.75,1,1
4919,2015-03-24,Martes,3,53.75,3,3
4920,2015-03-24,Martes,3,38.7,2,2
4921,2015-03-24,Martes,3,29.0,2,2
4922,2015-03-24,Martes,3,36.15,2,2
4923,2015-03-24,Martes,3,18.5,1,1
4924,2015-03-24,Martes,3,32.75,2,2
4925,2015-03-24,Martes,3,31.5,2,2
4926,2015-03-24,Martes,3,12.25,1,1
4927,2015-03-24,Martes,3,69.6,4,4
4928,2015-03-24,Martes,3,58.25,3,3
4929,2015-03-24,Martes,3,22.25,2,2
4930,2015-03-24,Martes,3,51.25,3,3
4931,2015-03-24,Martes,3,28.75,2,2
4932,2015-03-24,Martes,3,36.75,2,2
4933,2015-03-24,Martes,3,57.75,3,3
4934,2015-03-24,Martes,3,17.95,1,1
4935,2015-03-24,Martes,3,48.25,3,3
4936,2015-03-24,Martes,3,12.25,1,1
4937,2015-03-24,Martes,3,32.5,2,2
4938,2015-03-24,Martes,3,56.75,4,4
4939,2015-03-24,Martes,3,62.0,4,4
4940,2015-03-24,Martes,3,48.5,3,3
4941,2015-03-25,Miércoles,3,20.5,1,1
4942,2015-03-25,Miércoles,3,60.5,4,4
4943,2015-03-25,Miércoles,3,16.75,1,1
4944,2015-03-25,Miércoles,3,16.75,1,1
4945,2015-03-25,Miércoles,3,20.5,1,1
4946,2015-03-25,Miércoles,3,33.25,2,2
4947,2015-03-25,Miércoles,3,32.75,2,2
4948,2015-03-25,Miércoles,3,20.75,1,1
4949,2015-03-25,Miércoles,3,14.75,1,1
4950,2015-03-25,Miércoles,3,54.4,3,3
4951,2015-03-25,Miércoles,3,68.25,4,4
4952,2015-03-25,Miércoles,3,12.75,1,1
4953,2015-03-25,Miércoles,3,12.5,1,1
4954,2015-03-25,Miércoles,3,36.75,2,2
4955,2015-03-25,Miércoles,3,89.25,6,6
4956,2015-03-25,Miércoles,3,28.5,2,2
4957,2015-03-25,Miércoles,3,20.75,1,1
4958,2015-03-25,Miércoles,3,16.0,1,1
4959,2015-03-25,Miércoles,3,20.75,1,1
4960,2015-03-25,Miércoles,3,12.5,1,1
4961,2015-03-25,Miércoles,3,20.25,1,1
4962,2015-03-25,Miércoles,3,36.5,2,2
4963,2015-03-25,Miércoles,3,20.75,1,1
4964,2015-03-25,Miércoles,3,33.25,2,2
4965,2015-03-25,Miércoles,3,32.75,2,2
4966,2015-03-25,Miércoles,3,16.0,1,1
4967,2015-03-25,Miércoles,3,46.2,3,3
4968,2015-03-25,Miércoles,3,65.5,4,4
4969,2015-03-25,Miércoles,3,57.75,3,3
4970,2015-03-25,Miércoles,3,74.95,4,4
4971,2015-03-25,Miércoles,3,61.5,4,4
4972,2015-03-25,Miércoles,3,55.75,3,3
4973,2015-03-25,Miércoles,3,37.0,2,2
4974,2015-03-25,Miércoles,3,57.5,3,3
4975,2015-03-25,Miércoles,3,18.5,1,1
4976,2015-03-25,Miércoles,3,10.5,1,1
4977,2015-03-25,Miércoles,3,51.25,3,3
4978,2015-03-25,Miércoles,3,49.5,3,3
4979,2015-03-25,Miércoles,3,71.95,4,4
4980,2015-03-25,Miércoles,3,33.0,2,2
4981,2015-03-25,Miércoles,3,57.75,3,3
4982,2015-03-25,Miércoles,3,20.75,1,1
4983,2015-03-25,Miércoles,3,45.25,3,3
4984,2015-03-25,Miércoles,3,30.75,2,2
4985,2015-03-25,Miércoles,3,16.0,1,1
4986,2015-03-25,Miércoles,3,16.5,1,1
4987,2015-03-25,Miércoles,3,47.5,3,3
4988,2015-03-25,Miércoles,3,46.25,3,3
4989,2015-03-25,Miércoles,3,20.75,1,1
4990,2015-03-25,Miércoles,3,20.75,1,1
4991,2015-03-25,Miércoles,3,37.25,2,2
4992,2015-03-25,Miércoles,3,22.25,2,2
4993,2015-03-25,Miércoles,3,12.5,1,1
4994,2015-03-25,Miércoles,3,25.75,2,2
4995,2015-03-25,Miércoles,3,31.75,2,2
4996,2015-03-25,Miércoles,3,16.75,1,1
4997,2015-03-26,Jueves,3,16.5,1,1
4998,2015-03-26,Jueves,3,17.95,1,1
4999,2015-03-26,Jueves,3,26.5,2,2
5000,2015-03-26,Jueves,3,26.75,2,2
5001,2015-03-26,Jueves,3,12.75,1,1
5002,2015-03-26,Jueves,3,30.5,2,2
5003,2015-03-26,Jueves,3,70.25,4,4
5004,2015-03-26,Jueves,3,11.0,1,1
5005,2015-03-26,Jueves,3,12.5,1,1
5006,2015-03-26,Jueves,3,32.25,2,2
5007,2015-03-26,Jueves,3,15.25,1,1
5008,2015-03-26,Jueves,3,33.4,2,2
5009,2015-03-26,Jueves,3,41.5,2,2
5010,2015-03-26,Jueves,3,12.75,1,1
5011,2015-03-26,Jueves,3,76.75,5,5
5012,2015-03-26,Jueves,3,16.5,1,1
5013,2015-03-26,Jueves,3,74.0,4,4
5014,2015-03-26,Jueves,3,20.75,1,1
5015,2015-03-26,Jueves,3,41.25,2,2
5016,2015-03-26,Jueves,3,12.0,1,1
5017,2015-03-26,Jueves,3,204.25,12,12
5018,2015-03-26,Jueves,3,20.75,1,1
5019,2015-03-26,Jueves,3,67.25,4,4
5020,2015-03-26,Jueves,3,20.75,1,1
5021,2015-03-26,Jueves,3,33.5,2,2
5022,2015-03-26,Jueves,3,37.25,3,3
5023,2015-03-26,Jueves,3,33.0,2,2
5024,2015-03-26,Jueves,3,27.5,2,2
5025,2015-03-26,Jueves,3,16.5,1,1
5026,2015-03-26,Jueves,3,33.25,2,2
5027,2015-03-26,Jueves,3,12.75,1,1
5028,2015-03-26,Jueves,3,35.9,2,2
5029,2015-03-26,Jueves,3,20.5,1,1
5030,2015-03-26,Jueves,3,77.0,4,4
5031,2015-03-26,Jueves,3,38.25,2,2
5032,2015-03-26,Jueves,3,37.25,2,2
5033,2015-03-26,Jueves,3,28.75,2,2
5034,2015-03-26,Jueves,3,66.0,4,4
5035,2015-03-26,Jueves,3,20.75,1,1
5036,2015-03-26,Jueves,3,55.5,4,4
5037,2015-03-26,Jueves,3,20.75,1,1
5038,2015-03-26,Jueves,3,41.0,2,2
5039,2015-03-26,Jueves,3,47.75,3,3
5040,2015-03-26,Jueves,3,12.0,1,1
5041,2015-03-26,Jueves,3,9.75,1,1
5042,2015-03-26,Jueves,3,12.75,1,1
5043,2015-03-26,Jueves,3,16.75,1,1
5044,2015-03-26,Jueves,3,31.75,2,2
5045,2015-03-26,Jueves,3,16.0,1,1
5046,2015-03-26,Jueves,3,16.75,1,1
5047,2015-03-26,Jueves,3,33.5,2,2
5048,2015-03-26,Jueves,3,72.75,4,4
5049,2015-03-26,Jueves,3,16.5,1,1
5050,2015-03-26,Jueves,3,36.5,3,3
5051,2015-03-26,Jueves,3,29.25,2,2
5052,2015-03-26,Jueves,3,12.0,1,1
5053,2015-03-26,Jueves,3,12.0,1,1
5054,2015-03-26,Jueves,3,16.5,1,1
5055,2015-03-26,Jueves,3,32.75,2,2
5056,2015-03-26,Jueves,3,71.0,4,4
5057,2015-03-26,Jueves,3,55.5,4,4
5058,2015-03-26,Jueves,3,44.25,3,3
5059,2015-03-26,Jueves,3,37.0,2,2
5060,2015-03-26,Jueves,3,20.25,1,1
5061,2015-03-26,Jueves,3,12.75,1,1
5062,2015-03-27,Viernes,3,16.5,1,1
5063,2015-03-27,Viernes,3,53.75,3,3
5064,2015-03-27,Viernes,3,16.75,1,1
5065,2015-03-27,Viernes,3,20.5,1,1
5066,2015-03-27,Viernes,3,216.75,13,13
5067,2015-03-27,Viernes,3,16.5,1,1
5068,2015-03-27,Viernes,3,32.75,2,2
5069,2015-03-27,Viernes,3,12.0,1,1
5070,2015-03-27,Viernes,3,16.5,1,1
5071,2015-03-27,Viernes,3,53.0,3,3
5072,2015-03-27,Viernes,3,12.25,1,1
5073,2015-03-27,Viernes,3,18.5,1,1
5074,2015-03-27,Viernes,3,16.5,1,1
5075,2015-03-27,Viernes,3,24.5,2,2
5076,2015-03-27,Viernes,3,54.45,3,3
5077,2015-03-27,Viernes,3,65.25,4,4
5078,2015-03-27,Viernes,3,20.75,1,1
5079,2015-03-27,Viernes,3,68.75,4,4
5080,2015-03-27,Viernes,3,121.25,7,7
5081,2015-03-27,Viernes,3,16.0,1,1
5082,2015-03-27,Viernes,3,16.5,1,1
5083,2015-03-27,Viernes,3,16.5,1,1
5084,2015-03-27,Viernes,3,20.75,1,1
5085,2015-03-27,Viernes,3,22.5,2,2
5086,2015-03-27,Viernes,3,12.0,1,1
5087,2015-03-27,Viernes,3,60.0,3,3
5088,2015-03-27,Viernes,3,29.25,2,2
5089,2015-03-27,Viernes,3,53.25,3,3
5090,2015-03-27,Viernes,3,27.25,2,2
5091,2015-03-27,Viernes,3,72.95,4,4
5092,2015-03-27,Viernes,3,29.25,2,2
5093,2015-03-27,Viernes,3,12.0,1,1
5094,2015-03-27,Viernes,3,35.25,2,2
5095,2015-03-27,Viernes,3,73.75,4,4
5096,2015-03-27,Viernes,3,48.5,3,3
5097,2015-03-27,Viernes,3,12.5,1,1
5098,2015-03-27,Viernes,3,20.75,1,1
5099,2015-03-27,Viernes,3,63.0,3,3
5100,2015-03-27,Viernes,3,66.75,4,4
5101,2015-03-27,Viernes,3,16.75,1,1
5102,2015-03-27,Viernes,3,38.75,2,2
5103,2015-03-27,Viernes,3,12.5,1,1
5104,2015-03-27,Viernes,3,73.7,4,4
5105,2015-03-27,Viernes,3,41.75,3,3
5106,2015-03-27,Viernes,3,12.0,1,1
5107,2015-03-27,Viernes,3,57.25,4,4
5108,2015-03-27,Viernes,3,51.0,3,3
5109,2015-03-27,Viernes,3,56.5,4,4
5110,2015-03-27,Viernes,3,40.25,3,3
5111,2015-03-27,Viernes,3,53.5,3,3
5112,2015-03-27,Viernes,3,12.0,1,1
5113,2015-03-27,Viernes,3,16.75,1,1
5114,2015-03-27,Viernes,3,28.75,2,2
5115,2015-03-27,Viernes,3,12.5,1,1
5116,2015-03-27,Viernes,3,48.75,3,3
5117,2015-03-27,Viernes,3,12.0,1,1
5118,2015-03-27,Viernes,3,64.0,4,4
5119,2015-03-27,Viernes,3,33.25,2,2
5120,2015-03-27,Viernes,3,61.0,4,4
